reference,office,opened,closed,case_type,band,worker,extract_date
CC-2024-90546,Calder Central,2024-07-03,2024-07-22,Standard,Low,W244,2026-01-14
CC-2024-12293,Northgate,2024-07-05,2024-08-26,Standard,Medium,W260,2026-01-14
CC-2025-22912,Northgate,2025-12-31,,Standard,Low,W238,2026-01-14
CC-2024-17212,Calder Central,2024-07-12,2024-08-16,Review,Low,W243,2026-01-14
CC-2023-12324,Northgate,2023-09-23,2023-10-07,Standard,,W139,2026-01-14
CC-2024-23951,Calder Central,2024-04-26,2024-05-22,Standard,Medium,W239,2026-01-14
CC-2023-14269,Calder Central,2023-08-13,2023-09-16,Standard,,W127,2026-01-14
CC-2024-17233,Northgate,2024-09-13,2024-10-10,Standard,Low,W213,2026-01-14
CC-2024-17726,Calder Central,2024-08-02,2024-08-20,Expedited,Low,W166,2026-01-14
CC-2025-90260,Calder Central,2025-01-17,2025-02-16,Standard,Low,W153,2026-01-14
CC-2023-17140,Northgate,2023-11-28,2023-12-22,Expedited,,W219,2026-01-14
CC-2024-11360,Northgate,2024-11-15,2024-11-23,Expedited,Low,W191,2026-01-14
CC-2025-15356,Weybridge,2025-10-04,2025-11-19,Standard,Low,W102,2026-01-14
CC-2024-19145,Calder Central,2024-09-05,2024-10-10,Standard,Medium,W252,2026-01-14
CC-2025-11371,Weybridge,2025-12-29,,Standard,Medium,W162,2026-01-14
CC-2023-16303,Calder Central,2023-08-11,2023-09-05,Standard,,W121,2026-01-14
CC-2023-19528,Calder Central,2023-09-03,2023-09-30,Standard,,W125,2026-01-14
CC-2025-90440,Weybridge,2025-11-02,,Complex,Medium,W254,2026-01-14
CC-2025-21010,Calder Central,2025-04-08,2025-08-23,Complex,High,W124,2026-01-14
CC-2024-17705,Calder Central,2024-09-23,2024-10-07,Expedited,High,W220,2026-01-14
CC-2024-10748,Weybridge,2024-10-25,2025-01-13,Expedited,Low,W242,2026-01-14
CC-2025-19192,Calder Central,2025-06-09,2025-07-02,Complex,High,W240,2026-01-14
CC-2024-21729,Weybridge,2024-03-27,2024-04-08,Expedited,Medium,W207,2026-01-14
CC-2025-10178,Northgate,2025-01-06,2025-02-01,Standard,Medium,W250,2026-01-14
CC-2024-16322,Calder Central,2024-04-05,2024-06-04,Complex,Low,W253,2026-01-14
CC-2024-16904,Calder Central,2024-12-27,2025-02-19,Standard,Low,W204,2026-01-14
CC-2025-90659,Northgate,2025-03-09,2025-04-26,Appeal,Low,W222,2026-01-14
CC-2024-90121,Calder Central,2024-06-30,2024-08-15,Standard,Low,W212,2026-01-14
CC-2025-21536,Northgate,2025-10-23,2025-11-19,Complex,Low,W222,2026-01-14
CC-2025-90526,Calder Central,2025-09-20,2025-11-28,Review,Low,W114,2026-01-14
CC-2024-21256,Northgate,2024-02-13,2024-07-17,Complex,,W182,2026-01-14
CC-2024-90434,Calder Central,2024-04-27,2024-06-19,Standard,High,W227,2026-01-14
CC-2025-20416,Northgate,2025-06-06,2025-08-29,Complex,Low,W120,2026-01-14
CC-2024-10966,Calder Central,2024-07-31,2024-09-17,Review,Low,W206,2026-01-14
CC-2024-11942,Weybridge,2024-07-28,2024-09-09,Standard,Low,W136,2026-01-14
CC-2025-12330,Northgate,2025-02-02,2025-05-21,Appeal,Medium,W110,2026-01-14
CC-2024-18585,Weybridge,2024-05-07,2024-07-01,Complex,Low,W210,2026-01-14
CC-2025-21975,Weybridge,2025-03-28,,Appeal,Medium,W176,2026-01-14
CC-2025-90406,Weybridge,2025-05-25,2025-08-15,Appeal,Medium,W251,2026-01-14
CC-2024-12377,Northgate,2024-02-23,2024-04-18,Review,,W157,2026-01-14
CC-2024-13718,Northgate,2024-04-23,2024-05-23,Standard,Low,W250,2026-01-14
CC-2024-22740,Northgate,2024-12-01,2025-01-04,Appeal,Low,W196,2026-01-14
CC-2025-23623,Weybridge,2025-03-09,2025-05-17,Standard,High,W125,2026-01-14
CC-2025-13609,Calder Central,2025-09-30,2025-10-29,Standard,Medium,W172,2026-01-14
CC-2025-21338,Weybridge,2025-01-29,2025-03-30,Standard,Medium,W132,2026-01-14
CC-2024-90095,Calder Central,2024-01-10,2024-02-05,Standard,,W169,2026-01-14
CC-2023-23398,Northgate,2023-11-05,2023-12-12,Standard,,W243,2026-01-14
CC-2025-23709,Calder Central,2025-08-18,,Complex,High,W160,2026-01-14
CC-2024-90141,Northgate,2024-10-14,2024-10-24,Expedited,Medium,W225,2026-01-14
CC-2024-19219,Calder Central,2024-12-27,2025-04-14,Complex,Low,W133,2026-01-14
CC-2023-14091,Calder Central,2023-07-07,2023-08-01,Review,,W105,2026-01-14
CC-2024-13173,Northgate,2024-08-19,2024-09-03,Standard,Low,W250,2026-01-14
CC-2024-12485,Calder Central,2024-08-16,2024-09-29,Standard,Medium,W249,2026-01-14
CC-2025-10938,Calder Central,2025-07-02,2025-09-21,Appeal,Low,W214,2026-01-14
CC-2025-10181,Weybridge,2025-12-13,,Review,Low,W111,2026-01-14
CC-2024-18399,Weybridge,2024-07-26,2024-08-21,Standard,Low,W239,2026-01-14
CC-2024-13431,Northgate,2024-01-31,2024-03-11,Appeal,,W232,2026-01-14
CC-2024-12854,Weybridge,2024-11-30,2025-02-19,Standard,Low,W209,2026-01-14
CC-2025-18170,Weybridge,2025-12-24,,Standard,High,W109,2026-01-14
CC-2024-18367,Calder Central,2024-07-05,2024-08-08,Standard,Low,W214,2026-01-14
CC-2024-16401,Weybridge,2024-03-12,2024-07-01,Complex,Low,W192,2026-01-14
CC-2025-12637,Calder Central,2025-05-31,2025-07-02,Standard,Low,W173,2026-01-14
CC-2025-21449,Calder Central,2025-08-09,2025-09-28,Complex,Medium,W260,2026-01-14
CC-2024-90421,Weybridge,2024-02-27,2024-03-25,Standard,,W183,2026-01-14
CC-2025-16044,Weybridge,2025-08-04,2025-11-10,Complex,Low,W195,2026-01-14
CC-2024-18772,Weybridge,2024-12-31,2024-03-06,Standard,Low,W194,2026-01-14
CC-2024-90299,Weybridge,2024-07-06,2024-07-21,Expedited,Medium,W221,2026-01-14
CC-2025-90398,Northgate,2025-07-26,2025-09-15,Standard,Medium,W214,2026-01-14
CC-2024-90277,Northgate,2024-11-23,2025-01-01,Review,Low,W205,2026-01-14
CC-2024-10844,Northgate,2024-12-02,2025-01-16,Standard,Low,W256,2026-01-14
CC-2025-18029,Northgate,2025-04-11,2025-05-08,Standard,Medium,W224,2026-01-14
CC-2024-21716,Calder Central,2024-01-17,2024-04-01,Standard,,W204,2026-01-14
CC-2024-18034,Calder Central,2024-08-24,2024-10-17,Appeal,Low,W100,2026-01-14
CC-2024-20288,Calder Central,2024-10-01,2024-11-26,Standard,Medium,W193,2026-01-14
CC-2024-90007,Calder Central,2024-03-31,2024-04-23,Standard,Medium,W144,2026-01-14
CC-2023-20592,Calder Central,2023-09-29,2023-12-30,Complex,,W204,2026-01-14
CC-2025-17126,Northgate,2025-11-14,2025-12-27,Review,Medium,W200,2026-01-14
CC-2023-17559,Weybridge,2023-12-01,2024-02-29,Complex,,W182,2026-01-14
CC-2024-22060,Northgate,2024-04-12,2024-06-26,Complex,Medium,W228,2026-01-14
CC-2024-11810,Weybridge,2024-04-02,2024-05-14,Standard,Low,W125,2026-01-14
CC-2023-13735,Northgate,2023-11-19,2024-01-05,Complex,,W181,2026-01-14
CC-2025-10955,Northgate,2025-01-01,2025-01-09,Expedited,Low,W171,2026-01-14
CC-2023-20634,Weybridge,2023-09-26,2023-10-26,Standard,,W100,2026-01-14
CC-2023-17614,Weybridge,2023-09-22,2023-10-15,Standard,,W225,2026-01-14
CC-2024-14454,Northgate,2024-09-30,2024-12-14,Expedited,Medium,W217,2026-01-14
CC-2025-10197,Calder Central,2025-09-06,2025-12-05,Complex,Low,W166,2026-01-14
CC-2024-14263,Weybridge,2024-01-04,2024-01-17,Standard,,W160,2026-01-14
CC-2025-22426,Weybridge,2025-02-02,2025-05-09,Standard,Low,W148,2026-01-14
CC-2025-20606,Calder Central,2025-06-09,2025-07-03,Standard,High,W249,2026-01-14
CC-2024-19261,Northgate,2024-02-01,2024-02-26,Expedited,,W152,2026-01-14
CC-2025-10777,Weybridge,2025-06-18,2025-07-22,Standard,High,W239,2026-01-14
CC-2024-19407,Calder Central,2024-03-07,2024-05-27,Complex,Medium,W147,2026-01-14
CC-2023-21433,Northgate,2023-08-29,2023-11-25,Appeal,,W103,2026-01-14
CC-2024-16012,Northgate,2024-02-29,2024-04-11,Standard,,W111,2026-01-14
CC-2025-90250,Calder Central,2025-06-03,2025-07-28,Complex,Low,W228,2026-01-14
CC-2023-20940,Calder Central,2023-07-01,2023-08-08,Standard,,W204,2026-01-14
CC-2024-12574,Calder Central,2024-10-16,2024-11-06,Standard,Medium,W180,2026-01-14
CC-2025-19158,Northgate,2025-09-11,2025-11-03,Standard,Low,W123,2026-01-14
CC-2025-90084,Northgate,2025-08-27,2025-10-24,Appeal,Medium,W251,2026-01-14
CC-2024-90267,Northgate,2024-02-11,2024-02-16,Expedited,,W160,2026-01-14
CC-2024-20925,Weybridge,2024-08-25,2024-10-30,Standard,Low,W240,2026-01-14
CC-2024-24161,Weybridge,2024-09-11,2024-12-31,Standard,Medium,W250,2026-01-14
CC-2025-21599,Weybridge,2025-05-22,2025-06-26,Standard,Medium,W117,2026-01-14
CC-2024-18679,Northgate,2024-10-15,2024-11-27,Review,Medium,W130,2026-01-14
CC-2025-90368,Weybridge,2025-07-01,2025-11-02,Complex,Medium,W213,2026-01-14
CC-2023-21226,Northgate,2023-10-04,2023-11-01,Complex,,W187,2026-01-14
CC-2025-10739,Calder Central,2025-05-15,2025-06-27,Standard,Low,W138,2026-01-14
CC-2024-11891,Weybridge,2024-08-21,2025-01-29,Appeal,Low,W154,2026-01-14
CC-2023-22675,Calder Central,2023-07-18,2023-08-27,Standard,,W241,2026-01-14
CC-2024-23769,Calder Central,2024-04-10,2024-04-29,Standard,Medium,W200,2026-01-14
CC-2024-12526,Calder Central,2024-03-28,2024-05-28,Standard,Low,W252,2026-01-14
CC-2025-16369,Calder Central,2025-03-19,2025-06-10,Review,Low,W107,2026-01-14
CC-2025-11088,Calder Central,2025-11-04,,Standard,Medium,W211,2026-01-14
CC-2025-11720,Calder Central,2025-07-07,2025-08-11,Appeal,Medium,W114,2026-01-14
CC-2024-10945,Calder Central,2024-01-26,2024-03-22,Complex,,W143,2026-01-14
CC-2023-20516,Calder Central,2023-08-12,2023-11-10,Standard,,W213,2026-01-14
CC-2023-16393,Northgate,2023-07-20,2023-08-22,Standard,,W151,2026-01-14
CC-2024-15350,Weybridge,2024-06-15,2024-07-25,Review,Low,W249,2026-01-14
CC-2025-20252,Calder Central,2025-03-24,,Complex,Medium,W257,2026-01-14
CC-2024-15743,Northgate,2024-08-22,2024-09-08,Standard,Medium,W244,2026-01-14
CC-2025-90067,Northgate,2025-12-06,,Expedited,Medium,W246,2026-01-14
CC-2024-21707,Northgate,2024-01-27,2024-02-21,Standard,,W167,2026-01-14
CC-2023-15115,Northgate,2023-10-03,2023-11-03,Standard,,W197,2026-01-14
CC-2025-90770,Weybridge,2025-06-30,2025-08-29,Standard,Low,W129,2026-01-14
CC-2025-23707,Weybridge,2025-07-10,2025-09-02,Standard,Low,W189,2026-01-14
CC-2024-10489,Weybridge,2024-01-28,2024-02-13,Expedited,,W196,2026-01-14
CC-2025-18206,Northgate,2025-12-21,,Complex,Low,W247,2026-01-14
CC-2025-22760,Weybridge,2025-08-03,2025-08-14,Standard,Low,W225,2026-01-14
CC-2025-21547,Weybridge,2025-02-12,2025-03-28,Expedited,Medium,W131,2026-01-14
CC-2023-12049,Calder Central,2023-11-07,2023-11-14,Expedited,,W204,2026-01-14
CC-2025-23604,Northgate,2025-10-13,2025-10-30,Review,Medium,W148,2026-01-14
CC-2025-10093,Weybridge,2025-11-10,,Appeal,Low,W198,2026-01-14
CC-2025-13586,Weybridge,2025-04-28,,Appeal,Low,W221,2026-01-14
CC-2023-11320,Northgate,2023-08-20,2023-10-09,Complex,,W148,2026-01-14
CC-2024-16142,Weybridge,2024-09-07,2024-10-21,Review,Low,W233,2026-01-14
CC-2025-16026,Northgate,2025-10-01,2025-11-26,Standard,Medium,W164,2026-01-14
CC-2024-90175,Calder Central,2024-08-05,2024-10-10,Standard,Medium,W166,2026-01-14
CC-2025-23313,Calder Central,2025-05-27,2025-08-27,Complex,High,W190,2026-01-14
CC-2025-20394,Northgate,2025-03-31,2025-04-24,Standard,Medium,W134,2026-01-14
CC-2025-14688,Calder Central,2025-12-26,,Complex,Low,W225,2026-01-14
CC-2023-20364,Weybridge,2023-08-29,2023-09-11,Expedited,,W212,2026-01-14
CC-2024-11858,Calder Central,2024-02-22,2024-03-03,Expedited,,W240,2026-01-14
CC-2025-19453,Northgate,2025-04-17,2025-05-24,Standard,Low,W235,2026-01-14
CC-2024-90558,Northgate,2024-07-21,2024-08-05,Standard,Medium,W124,2026-01-14
CC-2023-12011,Calder Central,2023-10-08,2023-10-23,Standard,,W136,2026-01-14
CC-2024-11865,Northgate,2024-02-23,2024-03-30,Standard,,W164,2026-01-14
CC-2025-19042,Weybridge,2025-09-14,2025-10-14,Standard,Medium,W211,2026-01-14
CC-2024-22581,Weybridge,2024-03-23,2024-04-15,Expedited,Low,W172,2026-01-14
CC-2025-16130,Calder Central,2025-11-06,,Complex,Medium,W120,2026-01-14
CC-2023-13769,Northgate,2023-12-22,2024-01-26,Standard,,W255,2026-01-14
CC-2025-14782,Calder Central,2025-01-24,2025-03-01,Review,Low,W135,2026-01-14
CC-2024-11025,Northgate,2024-09-07,2024-11-02,Standard,Low,W238,2026-01-14
CC-2025-14949,Calder Central,2025-08-01,2025-09-10,Standard,Medium,W137,2026-01-14
CC-2025-21262,Weybridge,2025-05-14,2025-11-24,Complex,Low,W157,2026-01-14
CC-2023-11415,Calder Central,2023-09-24,2023-10-15,Standard,,W121,2026-01-14
CC-2025-11178,Weybridge,2025-07-13,2025-08-04,Complex,Low,W170,2026-01-14
CC-2024-21053,Calder Central,2024-02-07,2024-02-22,Review,,W155,2026-01-14
CC-2023-15027,Weybridge,2023-08-05,2023-09-21,Standard,,W252,2026-01-14
CC-2025-23744,Northgate,2025-05-31,2025-06-24,Review,Low,W197,2026-01-14
CC-2025-20048,Calder Central,2025-03-06,2025-04-06,Expedited,Low,W224,2026-01-14
CC-2025-11242,Weybridge,2025-05-09,2025-08-04,Standard,Low,W151,2026-01-14
CC-2025-90411,Northgate,2025-09-19,,Complex,High,W111,2026-01-14
CC-2024-22236,Northgate,2024-05-26,2024-06-17,Complex,Low,W211,2026-01-14
CC-2025-20244,Calder Central,2025-10-03,2025-10-12,Expedited,Low,W214,2026-01-14
CC-2024-12594,Calder Central,2024-11-14,2024-12-19,Standard,Medium,W225,2026-01-14
CC-2024-13787,Weybridge,2024-08-21,2024-11-04,Standard,Medium,W152,2026-01-14
CC-2023-16159,Calder Central,2023-11-04,2023-12-01,Standard,,W196,2026-01-14
CC-2025-90354,Calder Central,2025-08-30,2025-11-08,Complex,Medium,W257,2026-01-14
CC-2025-11932,Weybridge,2025-11-20,,Standard,High,W130,2026-01-14
CC-2023-11464,Weybridge,2023-07-21,2023-09-16,Complex,,W185,2026-01-14
CC-2025-18219,Northgate,2025-03-23,2025-03-28,Expedited,Medium,W214,2026-01-14
CC-2023-23675,Weybridge,2023-11-29,2024-03-05,Complex,,W148,2026-01-14
CC-2025-12134,Calder Central,2025-08-08,2025-09-06,Review,Low,W183,2026-01-14
CC-2024-11286,Northgate,2024-12-29,2025-04-07,Complex,Medium,W254,2026-01-14
CC-2023-23091,Northgate,2023-07-31,2023-08-18,Standard,,W144,2026-01-14
CC-2025-90454,Northgate,2025-01-20,2025-04-01,Complex,High,W235,2026-01-14
CC-2025-90293,Calder Central,2025-10-27,2025-12-05,Standard,Medium,W100,2026-01-14
CC-2024-13110,Weybridge,2024-03-24,2024-05-05,Standard,Low,W253,2026-01-14
CC-2025-13731,Weybridge,2025-12-15,,Expedited,Low,W164,2026-01-14
CC-2025-11854,Calder Central,2025-06-30,2025-09-19,Complex,Medium,W170,2026-01-14
CC-2025-90622,Calder Central,2025-10-06,,Complex,Low,W200,2026-01-14
CC-2024-18708,Calder Central,2024-03-03,2024-04-08,Expedited,High,W137,2026-01-14
CC-2024-15205,Weybridge,2024-11-10,2024-12-22,Standard,Low,W165,2026-01-14
CC-2024-90556,Calder Central,2024-11-14,2025-08-10,Complex,Medium,W112,2026-01-14
CC-2025-90076,Weybridge,2025-10-07,2025-10-22,Expedited,Medium,W177,2026-01-14
CC-2024-90249,Weybridge,2024-03-31,2024-04-12,Expedited,Medium,W153,2026-01-14
CC-2024-18045,Weybridge,2024-12-02,2025-01-06,Review,Medium,W234,2026-01-14
CC-2024-21418,Calder Central,2024-02-02,2024-04-19,Appeal,,W189,2026-01-14
CC-2025-16362,Weybridge,2025-03-13,2025-05-08,Standard,Medium,W244,2026-01-14
CC-2024-13176,Northgate,2024-08-06,2024-08-24,Standard,Medium,W126,2026-01-14
CC-2024-19184,Calder Central,2024-02-02,2024-02-29,Standard,,W218,2026-01-14
CC-2023-21311,Calder Central,2023-11-05,2024-01-28,Complex,,W191,2026-01-14
CC-2025-90204,Weybridge,2025-03-13,2025-06-05,Standard,Low,W224,2026-01-14
CC-2025-23408,Calder Central,2025-08-09,2025-08-28,Expedited,Medium,W256,2026-01-14
CC-2025-24055,Weybridge,2025-05-12,2025-08-31,Standard,Low,W194,2026-01-14
CC-2025-90646,Calder Central,2025-06-13,2025-07-24,Standard,Low,W135,2026-01-14
CC-2025-11213,Calder Central,2025-09-06,2025-10-13,Standard,High,W217,2026-01-14
CC-2024-21117,Weybridge,2024-08-18,2024-10-08,Standard,Low,W150,2026-01-14
CC-2025-19629,Weybridge,2025-06-30,2025-09-12,Review,Medium,W202,2026-01-14
CC-2025-14077,Calder Central,2025-03-10,2025-03-28,Expedited,Low,W197,2026-01-14
CC-2025-13219,Northgate,2025-11-04,2025-11-22,Expedited,Medium,W142,2026-01-14
CC-2024-90709,Northgate,2024-12-01,2024-12-19,Standard,Medium,W182,2026-01-14
CC-2024-21399,Northgate,2024-09-14,2024-11-21,Complex,Medium,W213,2026-01-14
CC-2025-19831,Weybridge,2025-11-27,,Complex,Medium,W191,2026-01-14
CC-2025-90613,Weybridge,2025-11-28,,Standard,Low,W213,2026-01-14
CC-2025-23545,Weybridge,2025-12-13,,Standard,Low,W205,2026-01-14
CC-2025-90059,Calder Central,2025-12-09,,Standard,Medium,W242,2026-01-14
CC-2025-16564,Calder Central,2025-01-10,2025-03-29,Standard,Medium,W185,2026-01-14
CC-2025-19803,Calder Central,2025-04-28,2025-06-26,Standard,Medium,W228,2026-01-14
CC-2025-10352,Calder Central,2025-11-09,2025-11-29,Complex,Medium,W219,2026-01-14
CC-2025-18453,Weybridge,2025-12-10,,Standard,High,W130,2026-01-14
CC-2024-90547,Weybridge,2024-03-13,2024-04-04,Standard,Medium,W182,2026-01-14
CC-2024-90243,Weybridge,2024-10-01,2024-12-15,Review,Medium,W246,2026-01-14
CC-2023-22354,Weybridge,2023-12-12,2023-12-30,Expedited,,W161,2026-01-14
CC-2025-23077,Weybridge,2025-09-10,,Complex,Medium,W196,2026-01-14
CC-2024-16108,Weybridge,2024-05-28,2024-06-12,Standard,High,W185,2026-01-14
CC-2025-90522,Northgate,2025-09-22,2025-10-17,Review,Medium,W107,2026-01-14
CC-2025-90201,Calder Central,2025-05-26,2025-06-05,Expedited,Medium,W136,2026-01-14
CC-2024-11900,Calder Central,2024-03-04,2024-03-14,Expedited,Medium,W259,2026-01-14
CC-2025-11420,Calder Central,2025-04-03,2025-05-03,Standard,Medium,W124,2026-01-14
CC-2025-22434,Calder Central,2025-05-02,2024-09-11,Complex,Medium,W131,2026-01-14
CC-2024-13415,Calder Central,2024-11-27,2025-02-08,Complex,Medium,W139,2026-01-14
CC-2024-14053,Weybridge,2024-11-24,2025-01-23,Complex,Medium,W109,2026-01-14
CC-2025-14640,Northgate,2025-05-16,2025-07-17,Complex,Medium,W212,2026-01-14
CC-2024-90758,Calder Central,2024-11-18,2025-01-05,Review,Low,W204,2026-01-14
CC-2023-15729,Weybridge,2023-12-31,2024-01-22,Standard,,W135,2026-01-14
CC-2024-14983,Calder Central,2024-01-11,2024-03-18,Complex,,W218,2026-01-14
CC-2025-11023,Weybridge,2025-02-22,2025-05-16,Review,High,W104,2026-01-14
CC-2024-19731,Calder Central,2024-08-27,2024-09-15,Expedited,Medium,W219,2026-01-14
CC-2023-17161,Weybridge,2023-08-22,2023-09-05,Expedited,,W166,2026-01-14
CC-2025-19454,Weybridge,2025-11-27,2025-12-26,Expedited,Medium,W173,2026-01-14
CC-2025-15128,Weybridge,2025-10-11,,Appeal,Low,W146,2026-01-14
CC-2025-90120,Weybridge,2025-10-09,2025-12-01,Standard,Medium,W168,2026-01-14
CC-2024-11827,Calder Central,2024-10-20,2024-12-03,Review,Low,W258,2026-01-14
CC-2025-20111,Calder Central,2025-08-29,2025-11-09,Complex,Medium,W156,2026-01-14
CC-2025-90607,Weybridge,2025-09-01,2025-12-30,Standard,Low,W129,2026-01-14
CC-2024-15531,Northgate,2024-10-29,2025-01-23,Complex,Low,W109,2026-01-14
CC-2025-20853,Calder Central,2025-07-15,2025-08-27,Standard,High,W120,2026-01-14
CC-2025-90300,Northgate,2025-04-11,2025-04-19,Expedited,Low,W186,2026-01-14
CC-2024-11813,Weybridge,2024-07-31,2024-09-05,Complex,Low,W143,2026-01-14
CC-2025-16965,Northgate,2025-09-21,2025-10-05,Expedited,Medium,W228,2026-01-14
CC-2025-22391,Weybridge,2025-05-01,2025-05-26,Expedited,High,W257,2026-01-14
CC-2024-90212,Weybridge,2024-07-01,2024-08-31,Appeal,Medium,W139,2026-01-14
CC-2024-13771,Weybridge,2024-09-25,2024-10-25,Appeal,Low,W239,2026-01-14
CC-2025-11690,Northgate,2025-10-06,2025-10-28,Standard,Medium,W239,2026-01-14
CC-2024-15606,Weybridge,2024-07-28,2024-08-24,Review,Medium,W244,2026-01-14
CC-2023-20768,Weybridge,2023-08-29,2023-09-21,Standard,,W101,2026-01-14
CC-2024-21851,Northgate,2024-08-03,2024-02-11,Standard,Low,W163,2026-01-14
CC-2024-16959,Calder Central,2024-07-26,2024-09-04,Standard,High,W168,2026-01-14
CC-2024-15236,Northgate,2024-04-20,2024-05-04,Expedited,High,W233,2026-01-14
CC-2025-10637,Northgate,2025-03-27,2025-04-23,Standard,Low,W252,2026-01-14
CC-2025-23180,Calder Central,2025-11-04,,Complex,Medium,W186,2026-01-14
CC-2024-13126,Weybridge,2024-11-06,2025-03-06,Complex,Medium,W121,2026-01-14
CC-2024-12238,Calder Central,2024-10-22,2024-12-31,Complex,Low,W138,2026-01-14
CC-2025-21918,Weybridge,2025-07-19,2025-08-09,Review,Medium,W167,2026-01-14
CC-2025-18656,Weybridge,2025-04-20,2025-07-02,Appeal,Low,W254,2026-01-14
CC-2023-12071,Calder Central,2023-12-18,2024-02-23,Complex,,W250,2026-01-14
CC-2024-19782,Calder Central,2024-05-24,2024-06-12,Standard,Low,W209,2026-01-14
CC-2025-19979,Weybridge,2025-07-11,2025-08-01,Standard,Medium,W128,2026-01-14
CC-2025-90000,Northgate,2025-05-03,2025-05-27,Review,High,W144,2026-01-14
CC-2024-23109,Calder Central,2024-05-21,2024-06-05,Expedited,High,W124,2026-01-14
CC-2025-15676,Calder Central,2025-12-03,,Standard,Low,W120,2026-01-14
CC-2024-17846,Calder Central,2024-12-22,2025-01-08,Expedited,High,W240,2026-01-14
CC-2024-22429,Northgate,2024-12-07,2025-01-23,Review,Low,W260,2026-01-14
CC-2023-12325,Northgate,2023-08-13,2023-10-07,Complex,,W258,2026-01-14
CC-2024-90251,Calder Central,2024-02-18,2024-03-31,Complex,,W235,2026-01-14
CC-2023-10990,Calder Central,2023-11-03,2023-11-26,Standard,,W162,2026-01-14
CC-2024-90185,Northgate,2024-12-27,2025-02-07,Standard,Medium,W177,2026-01-14
CC-2025-14872,Weybridge,2025-02-09,2025-03-24,Standard,Low,W182,2026-01-14
CC-2024-13008,Weybridge,2024-12-11,2025-02-01,Review,Medium,W220,2026-01-14
CC-2024-14107,Calder Central,2024-07-14,2024-09-03,Appeal,Medium,W105,2026-01-14
CC-2024-15832,Calder Central,2024-08-12,2024-08-17,Expedited,Medium,W231,2026-01-14
CC-2025-90442,Weybridge,2025-12-13,,Standard,Low,W154,2026-01-14
CC-2024-12932,Calder Central,2024-11-16,2025-01-10,Standard,Medium,W138,2026-01-14
CC-2024-22458,Northgate,2024-09-26,2024-11-22,Review,Medium,W141,2026-01-14
CC-2025-13499,Weybridge,2025-03-10,2025-04-07,Review,Medium,W126,2026-01-14
CC-2025-22008,Calder Central,2025-07-03,2025-07-24,Review,Low,W204,2026-01-14
CC-2023-12509,Weybridge,2023-07-09,2023-07-13,Expedited,,W185,2026-01-14
CC-2024-13702,Calder Central,2024-01-20,2024-04-08,Complex,,W200,2026-01-14
CC-2025-16678,Calder Central,2025-03-03,2025-03-27,Standard,Medium,W132,2026-01-14
CC-2024-18002,Northgate,2024-05-04,2024-07-15,Complex,Low,W183,2026-01-14
CC-2025-90670,Calder Central,2025-12-07,,Complex,High,W157,2026-01-14
CC-2024-19745,Calder Central,2024-03-27,2024-05-17,Complex,Medium,W117,2026-01-14
